meterName,meterNo,dateTime,importActiveEnergyT,currentA,currentB,currentC,voltageL12,voltageL23,voltageL31,voltageA,voltageB,voltageC,activePowerT,activePowerA,activePowerB,activePowerC,powerFactorA,powerFactorB,powerFactorC,powerFactorT
SSB-E2,2,2025-05-29 12:00:00,21225.098,2.083,1.272,2.540,428.133,430.035,431.910,248.511,247.490,250.041,1.273,0.473,0.194,0.606,-0.914,0.607,0.683,nan
SSB-5,1,2025-05-29 12:00:00,134.957,0.038,7.168,1.758,421.672,422.419,425.483,244.132,242.574,245.799,1.822,0.063,0.005,0.001,0.769,0.831,0.697,nan
SSB-E5,2,2025-05-29 12:00:00,1928.545,2.509,9.811,2.420,421.298,422.367,425.906,244.299,243.232,245.475,1.249,0.835,2.250,0.312,0.722,0.951,-0.634,nan
DB-E6,3,2025-05-29 12:00:00,8568.642,4.332,4.364,9.322,420.775,422.466,425.599,244.015,243.159,245.441,3.887,0.845,0.876,2.166,-0.799,-0.825,-0.947,nan
DB-6,4,2025-05-29 12:00:00,717.932,2.273,0.393,1.670,420.648,422.300,425.737,244.189,242.562,245.780,0.876,0.551,0.043,0.282,0.993,0.448,0.688,nan
SSB-G,1,2025-05-29 12:00:00,9132.446,1.320,0.324,0.000,428.854,430.285,431.391,248.620,247.574,250.098,0.257,0.257,0.000,0.000,0.784,0.000,0.000,nan
MSB-1,57,2025-05-29 12:00:00,14477694.700,0.492,0.484,0.329,417.340,418.920,420.900,242.860,242.140,244.300,0.314,0.118,0.117,0.079,-0.992,-0.993,-0.978,-0.989
MSB-1,57,2025-05-29 12:30:00,14477731.300,0.480,0.494,0.334,416.220,418.200,419.820,242.200,241.580,243.820,0.313,0.115,0.118,0.080,-0.993,-0.994,-0.977,-0.989
SSB-EG,2,2025-05-29 12:30:00,36519.356,nan,nan,1.832,nan,nan,nan,nan,nan,250.556,nan,nan,nan,nan,nan,nan,nan,nan
SSB-G,1,2025-05-29 12:30:00,9132.620,2.540,0.322,0.000,429.149,430.589,431.669,248.620,247.661,250.258,0.420,0.420,0.000,0.000,0.666,0.000,0.000,nan
SSB-E2,2,2025-05-29 12:30:00,7060.150,2.155,1.296,2.538,427.181,431.431,432.016,248.525,247.552,250.196,0.615,0.376,0.208,0.606,-0.912,-0.631,0.955,nan
SSB-2,1,2025-05-29 12:30:00,3635.068,0.768,2.422,1.970,428.831,427.829,434.112,248.264,246.964,250.188,1.174,0.166,0.559,0.448,-0.872,0.935,0.910,nan
MSB-1,57,2025-05-29 13:00:00,14477767.800,0.489,0.492,0.347,415.720,417.460,419.100,241.820,241.260,243.340,0.319,0.117,0.118,0.083,-0.991,-0.994,-0.977,-0.990
SSB-G,1,2025-05-29 13:00:00,9132.804,1.088,0.320,0.000,429.985,431.863,431.917,249.026,248.238,250.680,0.228,0.228,0.000,0.000,0.843,0.000,0.000,nan
SSB-2,1,2025-05-29 13:00:00,3636.068,0.768,2.435,1.899,429.534,428.547,434.106,248.623,247.648,250.668,1.166,0.167,0.563,0.436,-0.873,0.934,0.917,nan
SSB-2,1,2025-05-29 13:30:00,3637.026,0.763,1.990,1.594,424.803,423.502,428.789,245.768,244.631,247.650,0.970,0.164,0.464,0.342,-0.873,0.953,-0.866,nan
SSB-E2,2,2025-05-29 13:30:00,21227.042,2.836,1.519,0.554,423.716,426.708,428.087,246.029,245.122,247.686,0.489,0.663,0.261,0.484,-0.950,-0.687,0.955,nan
SSB-E2A,3,2025-05-29 13:30:00,15342.559,1.167,14.172,2.396,424.062,425.679,427.228,246.159,245.380,247.464,4.666,0.738,0.000,0.000,-0.932,0.974,-0.946,nan
MSB-1,57,2025-05-29 13:30:00,14477805.700,0.516,0.497,0.336,417.260,419.180,421.320,242.980,242.140,244.580,0.325,0.124,0.119,0.081,-0.993,-0.993,-0.980,-0.991
SSB-G,1,2025-05-29 13:30:00,9133.009,2.465,0.317,0.000,424.812,426.160,427.003,246.125,245.210,247.618,0.406,0.406,0.000,0.000,0.670,0.000,0.000,nan
MSB-1,57,2025-05-29 14:00:00,14477846.100,0.581,0.573,0.415,419.820,421.860,423.900,244.440,243.640,246.100,0.380,0.140,0.139,0.101,0.988,0.994,-0.986,0.991
SSB-EG,2,2025-05-29 14:00:00,36528.572,nan,11.878,nan,422.735,424.325,nan,245.229,nan,247.202,nan,3.183,nan,0.555,nan,0.919,nan,nan
SSB-G,1,2025-05-29 14:00:00,9133.226,1.057,0.340,0.000,423.554,425.012,426.219,245.398,244.406,246.913,0.262,0.221,0.041,0.000,0.852,-0.500,0.000,nan
DB-6,4,2025-05-29 14:00:00,719.820,3.905,0.394,2.063,414.810,416.811,420.109,240.070,239.843,242.843,1.305,0.933,0.043,0.324,0.995,0.453,0.665,nan
DB-E6,3,2025-05-29 14:00:00,8578.551,41.153,8.559,12.012,414.905,416.923,419.872,240.042,240.352,242.329,13.938,9.728,1.591,2.620,0.985,0.750,-0.900,nan
SSB-E5,2,2025-05-29 14:00:00,7703.863,1.394,2.588,2.601,415.005,416.891,418.834,239.960,240.265,242.609,3.817,0.247,0.588,0.385,-0.789,0.959,-0.820,nan
SSB-5,1,2025-05-29 14:00:00,134.996,0.409,0.019,2.333,416.043,417.072,418.127,240.204,240.029,243.089,2.588,0.078,2.104,0.002,0.800,-0.800,-0.743,nan
SSB-2,1,2025-05-29 14:00:00,3637.985,0.771,1.982,1.611,423.154,421.891,427.608,244.878,243.803,246.836,0.966,0.163,0.461,0.342,-0.863,0.955,-0.860,nan
SSB-3,5,2025-05-29 14:30:00,10860.725,2.033,0.134,1.839,416.355,418.348,422.086,241.684,240.954,243.805,0.592,0.298,0.025,0.270,-0.620,0.759,0.602,nan
SSB-2,1,2025-05-29 14:30:00,3638.898,0.762,1.985,1.753,418.033,416.446,422.046,242.084,240.856,243.776,1.002,0.161,0.460,0.381,-0.870,0.963,-0.892,nan
SSB-E2,2,2025-05-29 14:30:00,7061.166,1.296,1.586,2.019,416.637,420.676,421.840,242.348,240.925,243.885,1.164,0.421,0.271,0.473,-0.888,-0.703,0.960,nan
SSB-E2A,3,2025-05-29 14:30:00,33502.666,4.035,14.143,0.000,417.824,418.947,420.899,242.252,241.163,243.698,4.820,0.930,3.337,0.000,0.989,0.978,-0.933,nan
SSB-2A,4,2025-05-29 14:30:00,3578.666,30.422,0.733,0.801,416.316,418.854,421.780,242.330,nan,243.793,32.674,0.406,0.048,0.129,-0.987,-0.994,-0.663,nan
SSB-G,1,2025-05-29 14:30:00,9133.892,1.553,3.079,0.000,418.446,420.011,420.272,242.432,241.452,243.876,1.065,0.335,0.730,0.000,0.889,-0.982,0.000,nan
SSB-2A-1,10,2025-05-29 14:30:00,428770.816,1.462,1.327,1.597,423.434,424.935,429.024,245.693,244.672,247.148,0.090,0.090,0.000,0.000,-0.250,0.000,0.000,nan
MSB-1,57,2025-05-29 14:30:00,14477889.900,0.483,0.490,0.345,420.800,422.500,425.020,245.100,244.040,246.640,0.319,0.117,0.119,0.083,-0.993,-0.993,-0.976,-0.990
SSB-2-1,9,2025-05-29 14:30:00,342727.584,0.000,0.000,0.000,423.351,424.672,428.840,245.693,244.575,246.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-EG,2,2025-05-29 14:30:00,10440.850,nan,nan,nan,417.445,nan,nan,nan,nan,nan,6.687,nan,nan,nan,nan,0.881,nan,nan
MSB-1,57,2025-05-29 15:00:00,14477928.300,0.447,0.489,0.353,420.140,422.360,424.580,244.780,243.740,246.540,0.312,0.108,0.118,0.085,-0.990,-0.994,-0.981,-0.991
SSB-G,1,2025-05-29 15:00:00,9134.106,1.280,0.348,0.000,421.822,423.187,424.587,244.516,243.585,246.047,0.327,0.286,0.042,0.000,0.913,-0.493,0.000,nan
SSB-2,1,2025-05-29 15:00:00,3640.108,13.410,2.076,1.687,421.656,420.833,425.923,243.767,243.371,245.986,4.030,3.190,0.482,0.358,0.976,0.953,-0.863,nan
SSB-2,1,2025-05-29 15:30:00,3641.506,13.396,2.104,1.811,420.620,419.287,424.645,242.828,242.805,245.504,4.062,3.177,0.490,0.395,0.976,0.958,0.889,nan
SSB-E2,2,2025-05-29 15:30:00,21229.868,0.667,0.976,0.576,418.566,423.045,423.582,243.651,242.833,245.328,0.374,0.132,0.154,0.510,-0.809,0.966,0.965,nan
SSB-E2A,3,2025-05-29 15:30:00,15343.287,1.404,14.279,2.420,419.807,422.501,423.868,243.400,242.462,245.394,0.340,1.159,3.386,0.552,0.994,0.000,-0.929,nan
SSB-5,1,2025-05-29 15:30:00,13549.876,0.087,0.026,2.298,414.664,415.877,418.809,239.426,239.138,242.276,2.623,0.088,2.118,0.417,0.983,0.824,-0.745,nan
SSB-E5,2,2025-05-29 15:30:00,1933.446,2.345,10.833,3.552,412.931,415.606,417.605,240.268,239.497,241.731,4.033,0.414,0.645,0.671,-0.782,0.814,-0.875,nan
DB-E6,3,2025-05-29 15:30:00,8612.580,41.474,11.805,29.838,413.919,415.553,418.457,239.713,239.477,241.373,18.777,9.744,2.017,7.016,0.980,0.713,-0.974,nan
SSB-G,1,2025-05-29 15:30:00,9134.327,2.695,0.341,0.000,421.196,422.766,422.435,243.774,242.974,245.444,0.527,0.486,0.040,0.000,0.740,-0.487,0.000,nan
MSB-1,57,2025-05-29 15:30:00,14477960.500,0.366,0.337,0.226,421.020,422.960,425.480,245.280,244.260,246.860,0.221,0.089,0.081,0.051,-0.988,-0.986,-0.918,-0.971
DB-6,4,2025-05-29 15:30:00,722.487,5.171,1.228,2.092,413.604,415.544,418.580,239.244,238.975,242.231,1.846,1.229,0.274,0.343,-0.994,-0.933,-0.665,nan
MSB-1,57,2025-05-29 16:00:00,14477986.300,0.374,0.334,0.197,422.580,424.720,426.880,246.020,245.260,247.740,0.215,0.091,0.080,0.043,-0.990,-0.981,-0.887,-0.965
SSB-2,1,2025-05-29 16:00:00,3643.186,0.780,2.155,1.983,418.119,417.829,422.355,242.316,241.162,244.100,1.096,0.160,0.501,0.435,-0.844,0.964,0.899,nan
SSB-G,1,2025-05-29 16:00:00,9134.600,1.386,0.430,0.000,419.243,420.668,420.725,242.817,241.682,244.041,0.375,0.303,0.072,0.000,0.900,-0.690,0.000,nan
SSB-E2,2,2025-05-29 16:30:00,21231.842,2.352,0.948,0.579,415.457,419.763,420.329,241.761,240.893,243.139,1.972,0.209,0.144,0.508,-0.792,0.966,0.968,nan
SSB-2A,4,2025-05-29 16:30:00,6277.144,30.479,69.000,0.730,416.987,418.864,420.205,241.244,241.138,243.458,32.389,7.257,0.048,0.111,-0.987,-0.993,-0.624,nan
SSB-E2A,3,2025-05-29 16:30:00,33513.146,5.093,0.000,0.000,417.413,418.576,421.090,241.992,241.318,243.212,5.910,0.335,0.000,1.315,-0.964,0.000,0.000,nan
SSB-3,5,2025-05-29 16:30:00,10861.951,2.068,0.150,1.807,416.044,418.136,420.934,241.454,240.825,243.573,0.658,0.301,0.027,0.330,-0.603,0.760,0.749,nan
SSB-2,1,2025-05-29 16:30:00,3644.369,8.758,2.092,1.676,417.027,415.835,420.748,241.041,240.693,243.293,2.837,2.001,0.486,0.350,0.948,0.965,-0.858,nan
MSB-1,57,2025-05-29 16:30:00,14478012.100,0.391,0.348,0.208,420.520,423.140,425.060,244.840,244.240,246.880,0.225,0.095,0.084,0.046,-0.988,-0.988,-0.900,-0.970
SSB-2-1,9,2025-05-29 16:30:00,342727.584,0.000,0.000,0.000,422.008,423.486,427.305,244.811,243.929,246.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-29 16:30:00,428770.816,1.495,1.339,1.611,422.051,423.682,427.489,244.811,243.979,246.317,0.093,0.093,0.000,0.000,-0.255,0.000,0.000,nan
SSB-G,1,2025-05-29 16:30:00,9134.852,2.770,0.427,0.000,417.721,419.057,419.385,241.803,241.015,243.246,0.582,0.511,0.071,0.000,0.764,-0.689,0.000,nan
SSB-2,1,2025-05-29 17:00:00,3646.097,14.029,2.522,2.095,422.739,421.270,426.844,244.215,243.839,246.394,4.380,3.343,0.578,0.458,0.976,0.941,0.887,nan
SSB-G,1,2025-05-29 17:00:00,9135.155,1.703,0.436,0.301,423.091,424.792,425.145,245.138,244.031,246.477,0.477,0.364,0.072,0.041,0.871,-0.676,-0.553,nan
MSB-1,57,2025-05-29 17:00:00,14478038.800,0.352,0.344,0.204,418.380,420.720,422.860,243.660,242.880,245.520,0.210,0.084,0.081,0.045,-0.977,-0.980,-0.904,-0.961
SSB-5,1,2025-05-29 17:30:00,13557.842,0.383,5.627,0.009,420.244,421.765,425.509,243.472,242.963,245.658,0.026,0.072,1.302,0.002,0.976,-0.947,-0.891,nan
SSB-E2,2,2025-05-29 17:30:00,21234.146,1.116,1.214,5.672,419.820,424.025,424.935,244.436,243.366,245.952,0.467,0.313,1.048,1.198,-0.728,0.624,0.634,nan
SSB-E2A,3,2025-05-29 17:30:00,15344.609,1.581,14.921,5.758,421.215,422.928,423.883,244.195,243.611,245.968,6.142,1.287,0.667,0.000,-0.979,0.983,0.000,nan
SSB-2,1,2025-05-29 17:30:00,3647.815,9.662,2.139,1.802,421.104,419.986,425.447,243.642,243.180,245.855,3.130,2.240,0.499,0.390,0.952,0.960,-0.881,nan
SSB-E5,2,2025-05-29 17:30:00,7719.218,2.372,4.073,3.370,420.922,422.213,425.876,244.116,243.650,245.339,2.371,0.462,0.643,0.660,0.799,0.929,-0.849,nan
DB-E6,3,2025-05-29 17:30:00,8656.581,41.865,12.173,16.355,420.492,422.234,425.372,243.629,243.477,245.085,16.259,9.993,2.364,3.902,0.980,0.798,0.973,nan
DB-6,4,2025-05-29 17:30:00,727.405,7.460,3.623,1.377,420.362,422.074,425.601,243.503,242.886,245.760,2.857,1.808,0.870,0.179,-0.995,-0.989,0.542,nan
SSB-G,1,2025-05-29 17:30:00,9135.503,2.738,0.431,0.296,421.919,423.370,423.949,244.448,243.466,245.866,0.607,0.495,0.071,0.041,0.739,-0.677,-0.564,nan
MSB-1,57,2025-05-29 17:30:00,14478065.000,0.426,0.368,0.211,416.040,418.700,420.960,242.400,241.600,244.440,0.237,0.102,0.088,0.047,-0.989,-0.989,-0.920,-0.975
MSB-1,57,2025-05-29 18:00:00,14478091.100,0.369,0.343,0.207,413.100,415.340,417.480,240.580,239.800,242.360,0.212,0.087,0.080,0.045,-0.976,-0.975,-0.902,-0.960
SSB-G,1,2025-05-29 18:00:00,9135.961,3.535,0.426,0.300,425.403,426.571,426.985,246.304,245.410,247.811,0.853,0.739,0.071,0.044,0.848,-0.678,-0.589,nan
DB-6,4,2025-05-29 18:00:00,728.843,7.494,3.628,1.391,419.938,422.168,425.809,243.368,242.679,246.028,2.878,1.815,0.871,0.192,-0.995,-0.989,0.562,nan
DB-E6,3,2025-05-29 18:00:00,8667.371,57.105,27.159,38.702,420.082,422.238,425.390,243.267,243.556,245.142,27.811,13.264,5.616,8.931,0.955,0.849,0.941,nan
SSB-E5,2,2025-05-29 18:00:00,7720.816,3.621,1.756,3.238,420.821,422.545,424.488,243.925,243.734,245.308,1.455,0.731,1.057,0.557,-0.827,0.965,-0.839,nan
SSB-5,1,2025-05-29 18:00:00,13559.419,0.082,0.031,3.369,421.482,422.206,425.864,243.698,242.993,246.154,0.027,0.019,1.367,0.002,0.977,-0.935,-0.891,nan
SSB-2,1,2025-05-29 18:00:00,3649.136,9.248,2.146,1.843,424.277,423.751,429.038,245.530,245.080,247.766,3.064,2.153,0.502,0.409,0.948,0.955,-0.895,nan
SSB-2,1,2025-05-29 18:30:00,3650.492,9.202,2.149,1.674,425.326,424.927,429.005,245.904,245.648,248.361,3.004,2.144,0.503,0.356,0.947,0.954,-0.857,nan
SSB-E2,2,2025-05-29 18:30:00,21236.704,1.641,1.099,5.632,424.583,428.198,428.772,246.827,245.755,248.186,2.439,0.253,0.985,1.201,-0.676,0.611,0.661,nan
SSB-E2A,3,2025-05-29 18:30:00,15345.671,1.336,14.918,5.956,425.690,427.361,428.570,246.674,245.539,248.184,0.992,0.318,3.569,1.352,-0.964,0.857,0.000,nan
SSB-G,1,2025-05-29 18:30:00,9136.354,2.946,0.429,0.311,425.943,427.248,428.425,246.897,245.844,248.302,0.672,0.558,0.071,0.043,0.768,-0.675,-0.553,nan
MSB-1,57,2025-05-29 18:30:00,14478117.000,0.390,0.355,0.204,412.640,414.720,417.280,240.460,239.460,242.140,0.221,0.092,0.084,0.044,-0.987,-0.983,-0.900,-0.968
MSB-1,57,2025-05-29 19:00:00,14478143.100,0.385,0.348,0.203,412.920,415.460,417.800,240.620,239.740,242.560,0.217,0.091,0.082,0.044,-0.985,-0.985,-0.898,-0.966
SSB-EG,2,2025-05-29 19:00:00,36559.776,nan,11.926,nan,nan,427.502,nan,nan,nan,nan,nan,3.213,nan,nan,-0.982,nan,nan,nan
SSB-G,1,2025-05-29 19:00:00,9136.696,2.756,0.430,0.293,425.996,427.787,428.567,246.952,246.079,248.533,0.604,0.492,0.071,0.041,0.723,-0.673,-0.566,nan
SSB-5,1,2025-05-29 19:00:00,13562.152,0.342,1.445,1.543,419.820,421.924,423.856,243.456,242.777,245.706,0.578,0.009,0.006,0.312,0.743,0.578,-0.822,nan
SSB-E2,2,2025-05-29 19:00:00,21237.984,2.065,4.346,5.660,425.147,427.721,429.193,246.906,245.967,248.384,2.625,0.409,0.165,0.095,-0.800,0.949,0.855,nan
SSB-2,1,2025-05-29 19:00:00,3651.937,9.395,2.200,1.678,425.931,425.089,430.485,245.935,245.856,248.518,3.066,2.193,0.515,0.358,0.949,0.953,-0.857,nan
SSB-2,1,2025-05-29 19:30:00,3653.428,1.507,2.202,2.174,425.879,424.987,428.774,246.005,245.012,247.986,1.808,0.804,0.517,0.488,-0.973,0.958,0.904,nan
SSB-E2,2,2025-05-29 19:30:00,21239.314,1.597,4.422,0.569,425.005,427.968,429.212,246.562,245.458,247.952,2.589,0.130,0.172,1.204,-0.862,0.950,0.853,nan
SSB-E2A,3,2025-05-29 19:30:00,15346.749,1.591,14.881,5.801,424.717,427.549,429.400,246.519,245.259,248.161,1.056,1.180,3.559,1.327,0.976,0.855,0.931,nan
SSB-5,1,2025-05-29 19:30:00,13562.438,0.075,0.039,1.541,420.327,421.447,425.536,243.245,242.424,245.646,0.566,0.018,0.009,0.311,0.690,0.588,0.727,nan
SSB-E5,2,2025-05-29 19:30:00,7722.980,1.974,1.504,1.291,418.244,421.871,424.493,243.565,243.131,245.076,0.301,0.350,0.361,0.115,-0.181,-0.973,-0.724,nan
DB-E6,3,2025-05-29 19:30:00,8694.899,40.274,13.580,12.007,419.363,421.805,425.329,243.005,243.150,245.096,15.142,9.585,2.765,2.792,0.979,0.837,0.949,nan
DB-6,4,2025-05-29 19:30:00,732.713,5.976,3.632,1.366,419.090,421.468,425.516,242.908,242.378,245.721,2.498,1.444,0.871,0.183,-0.995,-0.989,0.544,nan
SSB-G,1,2025-05-29 19:30:00,9136.977,1.569,0.430,0.300,425.444,427.483,428.031,246.695,245.566,248.102,0.456,0.343,0.072,0.040,0.886,-0.684,-0.544,nan
SSB-EG,2,2025-05-29 19:30:00,10443.704,13.271,nan,13.226,nan,nan,430.246,nan,245.271,nan,9.325,nan,2.964,nan,-0.982,nan,0.963,nan
MSB-1,57,2025-05-29 19:30:00,14478170.700,0.386,0.341,0.204,414.940,417.280,419.860,241.820,240.840,243.680,0.217,0.092,0.080,0.045,-0.988,-0.981,-0.906,-0.969
MSB-1,57,2025-05-29 20:00:00,14478195.100,0.390,0.352,0.203,414.920,417.060,419.620,241.560,240.820,243.720,0.221,0.093,0.084,0.045,-0.990,-0.986,-0.902,-0.970
SSB-EG,2,2025-05-29 20:00:00,36567.400,nan,7.061,2.821,nan,426.351,nan,245.676,nan,247.988,0.572,3.186,1.727,nan,-0.982,nan,0.988,nan
SSB-G,1,2025-05-29 20:00:00,9137.250,1.772,0.430,0.310,425.270,426.955,427.414,246.308,245.348,247.860,0.485,0.372,0.072,0.041,0.852,-0.681,-0.533,nan
SSB-E2,2,2025-05-29 20:00:00,7063.819,1.498,4.641,5.641,423.420,427.031,427.996,245.642,245.194,247.726,2.608,0.306,1.068,1.187,-0.742,0.624,0.860,nan
SSB-2,1,2025-05-29 20:00:00,3654.878,9.582,2.214,2.331,424.391,423.715,428.258,245.425,245.218,247.816,3.273,2.241,0.520,0.512,0.953,0.958,0.886,nan
SSB-2,1,2025-05-29 20:30:00,3656.317,10.686,2.195,1.915,421.997,421.147,425.542,243.673,243.245,246.033,3.438,2.505,0.514,0.419,0.962,0.962,0.890,nan
SSB-5,1,2025-05-29 20:30:00,135.132,0.031,1.418,1.494,420.519,422.856,424.926,244.139,243.274,246.496,0.012,0.052,0.004,0.001,0.691,0.590,-0.838,nan
SSB-G,1,2025-05-29 20:30:00,9137.506,1.594,0.433,0.290,422.284,423.810,424.305,244.689,243.588,246.077,0.463,0.350,0.072,0.040,0.898,-0.688,-0.541,nan
MSB-1,57,2025-05-29 20:30:00,14478220.900,0.398,0.342,0.206,415.300,417.900,419.940,241.860,241.200,243.860,0.222,0.095,0.081,0.046,-0.988,-0.980,-0.913,-0.970
SSB-EG,2,2025-05-29 20:30:00,36570.496,nan,19.670,nan,421.031,nan,426.892,nan,243.449,nan,8.345,nan,4.527,0.658,nan,0.879,0.980,nan
MSB-1,57,2025-05-29 21:00:00,14478246.700,0.354,0.339,0.200,415.860,418.180,420.620,242.340,241.360,244.160,0.208,0.084,0.080,0.043,-0.980,-0.980,-0.881,-0.959
SSB-EG,2,2025-05-29 21:00:00,36573.716,nan,11.793,nan,426.669,nan,nan,247.386,nan,249.840,nan,3.234,nan,0.688,0.000,0.909,nan,nan
SSB-G,1,2025-05-29 21:00:00,9137.789,2.955,0.428,0.298,427.941,430.017,430.149,247.833,246.902,249.447,0.651,0.539,0.071,0.042,0.735,-0.669,-0.567,nan
SSB-2,1,2025-05-29 21:00:00,3657.803,14.188,2.266,1.939,426.986,426.327,431.485,246.723,246.736,249.480,4.393,3.415,0.539,0.439,0.975,0.964,0.907,nan
SSB-2,1,2025-05-29 21:30:00,3659.490,0.872,2.273,1.626,426.265,426.132,431.306,247.221,246.243,249.281,1.051,0.182,0.526,0.343,-0.845,0.957,-0.846,nan
MSB-1,57,2025-05-29 21:30:00,14478272.600,0.382,0.350,0.202,417.760,420.000,422.260,243.340,242.500,245.120,0.220,0.091,0.084,0.044,-0.983,-0.987,-0.898,-0.966
SSB-EG,2,2025-05-29 21:30:00,10444.985,nan,nan,2.669,426.819,nan,430.201,nan,246.666,249.456,nan,3.233,nan,nan,nan,nan,-0.852,nan
SSB-G,1,2025-05-29 21:30:00,9138.101,2.955,0.430,0.297,427.255,429.695,430.071,247.700,246.662,249.382,0.648,0.536,0.071,0.041,0.733,-0.669,-0.552,nan
SSB-E2A,3,2025-05-29 21:30:00,33543.626,1.187,3.202,5.743,427.116,429.114,430.683,247.425,246.313,249.074,6.251,1.304,3.610,0.000,-0.972,0.972,0.921,nan
SSB-E2,2,2025-05-29 21:30:00,21244.326,1.233,1.144,2.237,425.957,429.889,429.931,247.362,246.241,249.226,1.857,0.300,1.026,0.531,-0.706,0.603,0.670,nan
SSB-E2,2,2025-05-29 22:00:00,7064.910,1.497,4.409,2.203,424.855,429.311,430.045,247.002,245.848,248.911,1.930,0.356,1.037,0.525,-0.669,0.643,0.958,nan
SSB-G,1,2025-05-29 22:00:00,9138.364,4.055,0.418,0.294,426.332,428.592,428.793,247.053,246.274,248.901,0.915,0.801,0.070,0.044,0.799,-0.684,-0.605,nan
SSB-2,1,2025-05-29 22:00:00,3660.747,9.085,2.228,1.647,425.575,425.167,431.016,246.321,245.841,248.922,2.981,2.101,0.525,0.355,0.939,0.959,-0.865,nan
MSB-1,57,2025-05-29 22:00:00,14478297.400,0.338,0.346,0.205,415.380,417.360,419.800,242.000,240.980,243.640,0.206,0.079,0.082,0.045,-0.971,-0.980,-0.907,-0.960
SSB-5,1,2025-05-29 22:30:00,135.165,0.031,1.413,1.503,420.296,422.581,425.506,244.013,242.861,246.618,0.567,0.054,0.203,0.311,0.916,0.785,-0.839,nan
MSB-1,57,2025-05-29 22:30:00,14478322.400,0.368,0.355,0.204,416.840,418.440,421.460,242.840,241.660,244.400,0.217,0.088,0.085,0.045,-0.982,-0.988,-0.907,-0.967
SSB-E2A,3,2025-05-29 22:30:00,15349.437,1.416,14.990,5.722,426.695,428.569,429.390,247.220,246.742,249.308,6.192,1.282,3.594,1.316,-0.975,0.979,0.924,nan
SSB-E2,2,2025-05-29 22:30:00,7065.125,1.787,4.409,2.196,425.369,429.678,430.389,246.936,246.483,249.199,1.917,0.366,1.028,0.522,-0.829,0.638,0.659,nan
SSB-2,1,2025-05-29 22:30:00,3661.974,9.094,2.273,1.786,426.848,426.412,431.181,246.756,246.252,249.250,3.032,2.101,0.536,0.396,0.936,0.957,-0.889,nan
SSB-EG,2,2025-05-29 22:30:00,36583.344,0.000,nan,2.761,nan,428.088,nan,246.827,246.263,nan,nan,0.000,nan,0.680,nan,nan,0.986,nan
MSB-1,57,2025-05-29 23:00:00,14478347.200,0.328,0.335,0.202,417.560,419.540,421.760,243.160,242.260,244.820,0.201,0.077,0.079,0.044,-0.969,-0.979,-0.894,-0.960
SSB-G,1,2025-05-29 23:00:00,9138.976,1.216,0.555,0.292,428.193,430.611,431.246,248.226,247.143,249.937,0.401,0.252,0.110,0.040,0.835,-0.799,-0.544,nan
SSB-5,1,2025-05-29 23:00:00,135.174,0.031,1.416,1.512,422.648,424.046,426.066,244.762,243.594,247.420,0.580,0.063,0.203,0.314,0.917,0.833,-0.838,nan
SSB-2,1,2025-05-29 23:00:00,3663.193,8.988,2.349,1.869,428.022,427.394,432.447,247.336,246.798,249.974,3.051,2.074,0.559,0.418,0.933,0.964,0.895,nan
SSB-2,1,2025-05-29 23:30:00,3664.432,8.841,2.333,1.763,428.763,428.318,433.635,247.865,247.298,250.428,2.980,2.030,0.554,0.396,0.926,0.961,0.896,nan
SSB-E2,2,2025-05-29 23:30:00,21248.270,1.886,0.967,0.564,427.087,431.333,432.704,248.662,247.369,250.371,2.080,0.415,0.149,0.096,-0.885,0.957,0.953,nan
SSB-E2A,3,2025-05-29 23:30:00,33555.760,4.961,0.217,0.000,428.641,430.578,433.677,248.900,247.451,250.298,0.285,0.285,3.471,1.327,nan,0.000,0.000,nan
SSB-G,1,2025-05-29 23:30:00,9139.235,1.499,0.555,0.300,429.278,431.047,431.800,248.766,247.705,250.308,0.466,0.289,0.123,0.053,0.777,-0.893,0.710,nan
SSB-EG,2,2025-05-29 23:30:00,1630.061,0.334,nan,0.257,nan,430.323,434.417,nan,247.640,nan,0.530,nan,0.430,nan,0.764,nan,0.541,nan
MSB-1,57,2025-05-29 23:30:00,14478371.900,0.357,0.344,0.202,417.620,419.420,421.660,243.160,242.300,244.720,0.211,0.085,0.082,0.044,-0.974,-0.986,-0.890,-0.961
MSB-1,57,2025-05-30 00:00:00,14478396.600,0.367,0.333,0.201,418.260,420.120,422.320,243.540,242.720,245.080,0.211,0.088,0.079,0.044,-0.984,-0.982,-0.882,-0.961
SSB-EG,2,2025-05-30 00:00:00,1630.309,nan,2.338,nan,419.672,nan,425.784,243.284,nan,245.548,nan,0.044,nan,0.000,nan,-0.964,1.000,nan
DB-6,4,2025-05-30 00:00:00,736.861,0.813,0.000,1.249,423.347,425.429,429.860,245.725,244.457,248.061,0.357,0.181,0.000,0.176,0.907,0.000,0.568,nan
DB-E6,3,2025-05-30 00:00:00,8718.771,1.833,1.170,1.232,423.722,425.741,430.020,245.946,244.960,247.819,0.416,0.235,0.104,0.078,-0.508,-0.340,-0.233,nan
